player_name,position,time,Total Completed Passes,Total Long Passes,Total Medium Passes,Total Short Passes,Total Goal Assists,Total Passes,Total Shot Assists,Total Crosses,Completed Passes per 90 min,Long Passes per 90 min,Medium Passes per 90 min,Goal Assists per 90 min,Short Passes per 90 min,Shot Assists per 90 min,Crosses per 90 min,Pass Success Rate,Total Ball Receipts,Total Lost Balls,Ball Receipts per 90 min,Lost Balls per 90 min,Total Own Goals,Total Clearances,Total Left Foot Clearances,Total Right Foot Clearances,Total Head Clearances,Total Other Clearances,Total Aerial Duels Won,Clearances per 90 min,Aerial Duels Won per 90 min,Total Interceptions,Interceptions per 90 min,Total Fouls Won,Total Penalties Won,Fouls Won per 90 min,Total Fouls Committed,Total Yellow Cards,Total Red Cards,Total Penalties Conceded,Fouls Committed per 90 min,Total Ball Recoveries,Ball Recoveries per 90 min,Total Blocks,Blocks per 90 min,Total Completed Dribbles,Dribble Success Rate,Completed Dribbles per 90 min,Total Dribbled Past,Dribbled Past per 90 min,Total Carries,Mean Distance Carries,Carries per 90 min,Total Duels,Total Duels Won,Duel Won Rate,Duels Won per 90 min,Total Shots,Total Goals,Total Shots Saved,Total Shots Blocked,Total Shots On the Post,Total Shots Off Target,Total Shots On Target,Goals per 90 min,Shots per 90 min,Shots on Target per 90 min,Shots On Target Rate,Goal Conversion Rate,Total Saves,Total Goals Conceded,Total Penalties Saved,Total Penalties Scored Against,Total Punches,Total Keeper Sweeper,Total Smothers,Total Collected,Saves per 90 min,Goals Conceded per 90 min,Goals Conceded Rate,Penalties Saved Rate,Punch per 90 min,Keeper Sweeper per 90 min,Smothers per 90 min,Collected per 90 min
Aderllan Leandro de Jesus Santos,Left Center Back,40.54054054054054,43.24324324324324,27.7027027027027,47.2972972972973,41.891891891891895,35.13513513513514,43.24324324324324,26.351351351351347,19.594594594594593,56.75675675675676,17.56756756756757,70.27027027027027,35.13513513513514,51.35135135135135,26.351351351351347,19.594594594594593,75.67567567567568,45.94594594594595,79.72972972972973,58.108108108108105,86.48648648648648,61.48648648648649,41.891891891891895,26.351351351351347,56.75675675675676,47.2972972972973,68.91891891891892,46.62162162162162,59.45945945945946,60.810810810810814,58.78378378378378,70.94594594594594,22.972972972972975,47.2972972972973,20.27027027027027,77.7027027027027,11.486486486486488,47.97297297297297,24.324324324324326,82.43243243243244,40.54054054054054,32.432432432432435,50.0,75.0,72.97297297297297,75.0,86.48648648648648,52.702702702702695,50.0,45.94594594594595,13.513513513513514,58.108108108108105,54.054054054054056,52.02702702702703,22.972972972972975,51.35135135135135,52.702702702702695,28.37837837837838,64.86486486486487,45.94594594594595,43.24324324324324,49.32432432432432,54.729729729729726,28.37837837837838,56.75675675675676,56.75675675675676,49.32432432432432,28.37837837837838,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
Adil Rami,Right Center Back,70.27027027027027,68.91891891891892,90.54054054054053,64.86486486486487,72.97297297297297,83.78378378378379,67.56756756756756,75.0,91.21621621621621,55.4054054054054,93.24324324324324,36.486486486486484,83.78378378378379,52.702702702702695,62.83783783783784,83.78378378378379,44.5945945945946,70.27027027027027,22.972972972972975,52.702702702702695,43.91891891891892,61.48648648648649,56.08108108108109,45.94594594594595,39.86486486486486,71.62162162162163,25.675675675675674,51.35135135135135,10.81081081081081,18.91891891891892,48.64864864864865,18.91891891891892,78.37837837837837,97.2972972972973,60.810810810810814,35.810810810810814,54.729729729729726,47.97297297297297,69.5945945945946,64.86486486486487,83.1081081081081,79.72972972972973,53.37837837837838,16.216216216216218,36.486486486486484,23.64864864864865,24.324324324324326,75.0,94.5945945945946,71.62162162162163,82.43243243243244,56.75675675675676,33.108108108108105,29.72972972972973,26.351351351351347,3.3783783783783785,88.51351351351352,28.37837837837838,83.78378378378379,70.27027027027027,43.24324324324324,80.4054054054054,88.51351351351352,28.37837837837838,77.02702702702703,79.72972972972973,69.5945945945946,28.37837837837838,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
Alberto Lopo García,Right Center Back,16.216216216216218,12.162162162162163,17.56756756756757,17.56756756756757,8.108108108108109,35.13513513513514,10.81081081081081,26.351351351351347,19.594594594594593,52.702702702702695,57.432432432432435,75.67567567567568,35.13513513513514,28.37837837837838,45.94594594594595,19.594594594594593,29.72972972972973,16.216216216216218,95.94594594594594,66.21621621621621,95.94594594594594,61.48648648648649,14.864864864864865,26.351351351351347,17.56756756756757,11.486486486486488,25.675675675675674,9.45945945945946,31.08108108108108,16.216216216216218,14.18918918918919,20.27027027027027,22.972972972972975,47.2972972972973,64.86486486486487,87.16216216216216,54.729729729729726,47.97297297297297,69.5945945945946,69.5945945945946,13.513513513513514,16.216216216216218,14.18918918918919,60.13513513513513,15.54054054054054,89.86486486486487,26.351351351351347,62.16216216216216,7.4324324324324325,14.864864864864865,6.756756756756757,64.86486486486487,16.216216216216218,16.89189189189189,52.702702702702695,60.810810810810814,26.351351351351347,28.37837837837838,15.54054054054054,16.89189189189189,43.24324324324324,65.54054054054053,4.054054054054054,28.37837837837838,58.108108108108105,4.054054054054054,4.054054054054054,28.37837837837838,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
Alejandro Arribas Garrido,Right Center Back,90.54054054054053,64.86486486486487,51.35135135135135,75.67567567567568,66.8918918918919,35.13513513513514,70.27027027027027,75.0,48.64864864864865,28.37837837837838,16.216216216216218,41.891891891891895,35.13513513513514,31.08108108108108,48.64864864864865,41.891891891891895,16.216216216216218,71.62162162162163,4.054054054054054,40.54054054054054,15.54054054054054,11.486486486486488,93.24324324324324,83.1081081081081,90.54054054054053,92.56756756756756,68.91891891891892,96.62162162162163,79.72972972972973,89.1891891891892,89.1891891891892,75.67567567567568,100.0,47.2972972972973,90.54054054054053,20.945945945945947,91.8918918918919,47.97297297297297,69.5945945945946,49.32432432432432,72.97297297297297,43.24324324324324,80.4054054054054,39.86486486486486,68.91891891891892,21.62162162162162,45.94594594594595,2.7027027027027026,9.45945945945946,72.97297297297297,64.86486486486487,40.54054054054054,90.54054054054053,95.94594594594594,74.32432432432432,82.43243243243244,74.32432432432432,87.16216216216216,64.86486486486487,85.13513513513513,43.24324324324324,65.54054054054053,76.35135135135135,67.56756756756756,43.91891891891892,53.37837837837838,60.810810810810814,79.72972972972973,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
Aleksandar Pantić,Left Center Back,43.24324324324324,18.91891891891892,30.405405405405407,22.972972972972975,18.91891891891892,35.13513513513514,33.78378378378378,26.351351351351347,19.594594594594593,2.7027027027027026,14.864864864864865,2.7027027027027026,35.13513513513514,4.054054054054054,24.324324324324326,19.594594594594593,1.3513513513513513,13.513513513513514,85.13513513513513,1.3513513513513513,90.54054054054053,61.48648648648649,58.108108108108105,56.75675675675676,62.83783783783784,58.108108108108105,68.91891891891892,37.16216216216216,83.78378378378379,36.486486486486484,53.37837837837838,54.729729729729726,3.3783783783783785,47.2972972972973,2.7027027027027026,35.810810810810814,69.5945945945946,47.97297297297297,69.5945945945946,16.216216216216218,48.64864864864865,60.13513513513513,35.810810810810814,16.216216216216218,26.351351351351347,35.810810810810814,21.62162162162162,44.5945945945946,30.405405405405407,18.91891891891892,48.64864864864865,4.054054054054054,55.4054054054054,35.13513513513514,5.405405405405405,18.91891891891892,64.86486486486487,28.37837837837838,40.54054054054054,70.27027027027027,43.24324324324324,80.4054054054054,54.729729729729726,28.37837837837838,71.62162162162163,53.37837837837838,23.64864864864865,28.37837837837838,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
Alexis Ruano Delgado,Left Center Back,37.83783783783784,37.83783783783784,56.75675675675676,35.810810810810814,29.72972972972973,35.13513513513514,36.486486486486484,91.21621621621621,62.16216216216216,39.189189189189186,86.48648648648648,31.08108108108108,35.13513513513514,33.78378378378378,98.64864864864865,71.62162162162163,48.64864864864865,33.78378378378378,56.08108108108109,39.189189189189186,29.054054054054053,61.48648648648649,33.108108108108105,33.108108108108105,34.45945945945946,35.810810810810814,25.675675675675674,26.351351351351347,33.78378378378378,29.72972972972973,48.64864864864865,70.94594594594594,37.16216216216216,47.2972972972973,44.5945945945946,81.08108108108108,20.945945945945947,47.97297297297297,69.5945945945946,83.78378378378379,40.54054054054054,49.32432432432432,27.7027027027027,28.37837837837838,51.35135135135135,27.027027027027028,70.94594594594594,46.62162162162162,18.91891891891892,36.486486486486484,33.78378378378378,39.189189189189186,13.513513513513514,16.89189189189189,77.7027027027027,15.54054054054054,18.91891891891892,68.24324324324324,15.54054054054054,70.27027027027027,43.24324324324324,7.4324324324324325,35.13513513513514,75.0,17.56756756756757,37.83783783783784,94.5945945945946,91.8918918918919,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
Andreu Fontàs Prat,Left Center Back,5.405405405405405,33.78378378378378,14.18918918918919,30.405405405405407,40.54054054054054,35.13513513513514,25.0,61.48648648648649,19.594594594594593,100.0,66.21621621621621,97.2972972972973,35.13513513513514,100.0,100.0,19.594594594594593,94.5945945945946,36.486486486486484,89.1891891891892,100.0,75.67567567567568,61.48648648648649,5.405405405405405,26.351351351351347,5.405405405405405,7.4324324324324325,25.675675675675674,7.4324324324324325,45.27027027027027,25.0,20.27027027027027,83.78378378378379,6.081081081081082,47.2972972972973,18.91891891891892,100.0,11.486486486486488,47.97297297297297,69.5945945945946,100.0,22.2972972972973,95.94594594594594,6.756756756756757,39.86486486486486,5.405405405405405,5.405405405405405,5.405405405405405,100.0,100.0,39.189189189189186,70.27027027027027,100.0,10.81081081081081,29.72972972972973,100.0,98.64864864864865,8.783783783783784,68.24324324324324,15.54054054054054,45.94594594594595,43.24324324324324,7.4324324324324325,20.945945945945947,95.27027027027027,36.486486486486484,65.54054054054053,94.5945945945946,98.64864864864865,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
Antolín Alcáraz Viveros,Right Center Back,4.054054054054054,8.108108108108109,9.45945945945946,4.054054054054054,9.45945945945946,35.13513513513514,8.108108108108109,43.24324324324324,71.62162162162163,51.35135135135135,43.24324324324324,10.81081081081081,35.13513513513514,75.67567567567568,95.27027027027027,97.2972972972973,10.81081081081081,8.108108108108109,70.94594594594594,54.054054054054056,2.7027027027027026,61.48648648648649,4.054054054054054,5.405405405405405,3.3783783783783785,15.54054054054054,25.675675675675674,16.216216216216218,29.72972972972973,83.1081081081081,20.27027027027027,83.78378378378379,10.135135135135135,47.2972972972973,38.513513513513516,87.16216216216216,20.945945945945947,47.97297297297297,24.324324324324326,24.324324324324326,7.4324324324324325,34.45945945945946,9.45945945945946,75.0,26.351351351351347,89.86486486486487,70.94594594594594,70.94594594594594,4.054054054054054,8.108108108108109,18.91891891891892,50.0,18.243243243243242,44.5945945945946,98.64864864864865,100.0,8.783783783783784,68.24324324324324,15.54054054054054,45.94594594594595,43.24324324324324,7.4324324324324325,20.945945945945947,95.27027027027027,36.486486486486484,65.54054054054053,94.5945945945946,98.64864864864865,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
Antonio Amaya Carazo,Right Center Back,24.324324324324326,28.37837837837838,35.13513513513514,21.62162162162162,35.13513513513514,35.13513513513514,32.432432432432435,10.135135135135135,48.64864864864865,58.108108108108105,59.45945945945946,33.78378378378378,35.13513513513514,70.27027027027027,10.135135135135135,58.78378378378378,28.37837837837838,30.405405405405407,67.56756756756756,63.51351351351351,17.56756756756757,61.48648648648649,27.027027027027028,5.405405405405405,30.405405405405407,33.78378378378378,25.675675675675674,34.45945945945946,54.054054054054056,77.7027027027027,31.756756756756754,59.45945945945946,22.972972972972975,47.2972972972973,41.891891891891895,54.729729729729726,38.513513513513516,47.97297297297297,24.324324324324326,6.756756756756757,17.56756756756757,9.45945945945946,37.83783783783784,85.13513513513513,51.35135135135135,65.54054054054053,82.43243243243244,68.24324324324324,35.810810810810814,27.027027027027028,63.51351351351351,55.4054054054054,25.675675675675674,12.162162162162163,9.45945945945946,23.64864864864865,18.91891891891892,68.24324324324324,40.54054054054054,16.89189189189189,43.24324324324324,18.91891891891892,20.945945945945947,82.43243243243244,22.972972972972975,31.08108108108108,60.810810810810814,91.8918918918919,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
Aymen Abdennour,Left Center Back,51.35135135135135,58.108108108108105,54.729729729729726,51.35135135135135,66.8918918918919,35.13513513513514,56.75675675675676,61.48648648648649,19.594594594594593,66.21621621621621,48.64864864864865,50.0,35.13513513513514,72.97297297297297,54.729729729729726,19.594594594594593,72.97297297297297,60.810810810810814,19.594594594594593,64.86486486486487,12.162162162162163,61.48648648648649,43.24324324324324,91.21621621621621,8.108108108108109,44.5945945945946,25.675675675675674,43.24324324324324,21.62162162162162,35.13513513513514,70.27027027027027,74.32432432432432,64.86486486486487,47.2972972972973,58.78378378378378,43.91891891891892,38.513513513513516,47.97297297297297,69.5945945945946,49.32432432432432,47.2972972972973,47.2972972972973,66.21621621621621,77.7027027027027,88.51351351351352,89.86486486486487,91.21621621621621,37.16216216216216,25.0,59.45945945945946,62.16216216216216,66.21621621621621,56.75675675675676,62.16216216216216,66.21621621621621,62.16216216216216,45.27027027027027,28.37837837837838,64.86486486486487,45.94594594594595,43.24324324324324,49.32432432432432,46.62162162162162,28.37837837837838,36.486486486486484,34.45945945945946,35.13513513513514,28.37837837837838,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568,50.67567567567568
