player_name,position,time,Total Completed Passes,Total Long Passes,Total Medium Passes,Total Short Passes,Total Goal Assists,Total Passes,Total Shot Assists,Total Crosses,Completed Passes per 90 min,Long Passes per 90 min,Medium Passes per 90 min,Goal Assists per 90 min,Short Passes per 90 min,Shot Assists per 90 min,Crosses per 90 min,Pass Success Rate,Total Ball Receipts,Total Lost Balls,Ball Receipts per 90 min,Lost Balls per 90 min,Total Own Goals,Total Clearances,Total Left Foot Clearances,Total Right Foot Clearances,Total Head Clearances,Total Other Clearances,Total Aerial Duels Won,Clearances per 90 min,Aerial Duels Won per 90 min,Total Interceptions,Interceptions per 90 min,Total Fouls Won,Total Penalties Won,Fouls Won per 90 min,Total Fouls Committed,Total Yellow Cards,Total Red Cards,Total Penalties Conceded,Fouls Committed per 90 min,Total Ball Recoveries,Ball Recoveries per 90 min,Total Blocks,Blocks per 90 min,Total Completed Dribbles,Dribble Success Rate,Completed Dribbles per 90 min,Total Dribbled Past,Dribbled Past per 90 min,Total Carries,Mean Distance Carries,Carries per 90 min,Total Duels,Total Duels Won,Duel Won Rate,Duels Won per 90 min,Total Shots,Total Goals,Total Shots Saved,Total Shots Blocked,Total Shots On the Post,Total Shots Off Target,Total Shots On Target,Goals per 90 min,Shots per 90 min,Shots on Target per 90 min,Shots On Target Rate,Goal Conversion Rate,Total Saves,Total Goals Conceded,Total Penalties Saved,Total Penalties Scored Against,Total Punches,Total Keeper Sweeper,Total Smothers,Total Collected,Saves per 90 min,Goals Conceded per 90 min,Goals Conceded Rate,Penalties Saved Rate,Punch per 90 min,Keeper Sweeper per 90 min,Smothers per 90 min,Collected per 90 min
Adalberto Peñaranda Maestre,Right Center Forward,46.93877551020408,44.89795918367347,37.755102040816325,50.0,43.87755102040816,65.3061224489796,38.775510204081634,31.63265306122449,62.244897959183675,22.448979591836736,38.775510204081634,51.02040816326531,69.38775510204081,22.448979591836736,22.448979591836736,69.38775510204081,67.3469387755102,40.816326530612244,55.10204081632652,10.204081632653061,77.55102040816327,53.06122448979592,18.367346938775512,19.387755102040817,79.59183673469387,6.122448979591836,47.95918367346938,15.306122448979592,18.367346938775512,15.306122448979592,69.38775510204081,63.26530612244898,67.3469387755102,73.46938775510205,82.6530612244898,4.081632653061225,98.9795918367347,50.0,52.04081632653062,6.122448979591836,60.204081632653065,71.42857142857143,95.91836734693877,97.95918367346938,91.83673469387756,75.51020408163265,95.91836734693877,37.755102040816325,40.816326530612244,63.26530612244898,97.95918367346938,73.46938775510205,69.38775510204081,89.79591836734694,87.75510204081633,91.83673469387756,17.346938775510203,36.734693877551024,6.122448979591836,34.69387755102041,19.387755102040817,29.591836734693878,16.3265306122449,30.612244897959183,6.122448979591836,4.081632653061225,18.367346938775512,83.6734693877551,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
Adrián López Álvarez,Left Center Forward,10.204081632653061,27.55102040816326,30.612244897959183,30.612244897959183,26.53061224489796,79.59183673469387,30.612244897959183,39.795918367346935,42.857142857142854,95.91836734693877,69.38775510204081,81.63265306122449,100.0,95.91836734693877,95.91836734693877,85.71428571428571,24.489795918367346,24.489795918367346,87.75510204081633,97.95918367346938,40.816326530612244,53.06122448979592,34.69387755102041,51.02040816326531,28.57142857142857,39.795918367346935,47.95918367346938,66.3265306122449,67.3469387755102,95.91836734693877,13.26530612244898,30.612244897959183,10.204081632653061,28.57142857142857,28.57142857142857,100.0,26.53061224489796,50.0,52.04081632653062,85.71428571428571,5.1020408163265305,16.3265306122449,14.285714285714285,67.3469387755102,18.367346938775512,12.244897959183673,48.97959183673469,92.85714285714286,73.46938775510205,30.612244897959183,71.42857142857143,93.87755102040816,2.0408163265306123,2.0408163265306123,4.081632653061225,4.081632653061225,2.0408163265306123,28.57142857142857,4.081632653061225,5.1020408163265305,19.387755102040817,2.0408163265306123,3.061224489795918,61.224489795918366,2.0408163265306123,6.122448979591836,95.91836734693877,100.0,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
Alberto Mateus Contreiras Gonçalves,Center Forward,20.408163265306122,12.244897959183673,11.224489795918368,18.367346938775512,12.244897959183673,29.591836734693878,14.285714285714285,17.346938775510203,19.387755102040817,18.367346938775512,16.3265306122449,30.612244897959183,36.734693877551024,16.3265306122449,32.6530612244898,34.69387755102041,16.3265306122449,8.16326530612245,91.83673469387756,4.081632653061225,91.83673469387756,53.06122448979592,83.6734693877551,51.02040816326531,51.02040816326531,91.83673469387756,47.95918367346938,100.0,100.0,100.0,45.91836734693878,79.59183673469387,22.448979591836736,28.57142857142857,42.857142857142854,78.57142857142857,43.87755102040816,50.0,52.04081632653062,51.02040816326531,21.428571428571427,36.734693877551024,22.448979591836736,46.93877551020408,7.142857142857142,40.816326530612244,12.244897959183673,80.61224489795919,65.3061224489796,8.16326530612245,30.612244897959183,2.0408163265306123,31.63265306122449,52.04081632653062,75.51020408163265,86.73469387755102,24.489795918367346,28.57142857142857,29.591836734693878,9.183673469387756,19.387755102040817,35.714285714285715,18.367346938775512,48.97959183673469,34.69387755102041,28.57142857142857,12.244897959183673,44.89795918367347,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
Antoine Griezmann,Left Center Forward,93.87755102040816,100.0,100.0,100.0,100.0,86.73469387755102,100.0,97.95918367346938,89.79591836734694,100.0,97.95918367346938,100.0,65.3061224489796,100.0,92.85714285714286,81.63265306122449,97.95918367346938,97.95918367346938,21.428571428571427,83.6734693877551,93.87755102040816,53.06122448979592,96.93877551020408,100.0,79.59183673469387,96.93877551020408,47.95918367346938,93.87755102040816,79.59183673469387,79.59183673469387,100.0,100.0,76.53061224489795,73.46938775510205,26.53061224489796,47.95918367346938,79.59183673469387,50.0,52.04081632653062,79.59183673469387,100.0,97.95918367346938,100.0,71.42857142857143,95.91836734693877,59.183673469387756,71.42857142857143,6.122448979591836,42.857142857142854,100.0,73.46938775510205,95.91836734693877,91.83673469387756,100.0,95.91836734693877,93.87755102040816,87.75510204081633,95.91836734693877,82.6530612244898,96.93877551020408,90.81632653061224,95.91836734693877,85.71428571428571,90.81632653061224,63.26530612244898,60.204081632653065,46.93877551020408,85.71428571428571,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
Aritz Aduriz Zubeldia,Center Forward,89.79591836734694,79.59183673469387,53.06122448979592,77.55102040816327,75.51020408163265,91.83673469387756,83.6734693877551,86.73469387755102,66.3265306122449,26.53061224489796,22.448979591836736,53.06122448979592,79.59183673469387,28.57142857142857,52.04081632653062,41.83673469387755,10.204081632653061,91.83673469387756,4.081632653061225,77.55102040816327,14.285714285714285,53.06122448979592,91.83673469387756,74.48979591836735,88.77551020408163,87.75510204081633,95.91836734693877,93.87755102040816,61.224489795918366,84.6938775510204,23.46938775510204,6.122448979591836,93.87755102040816,95.91836734693877,86.73469387755102,6.122448979591836,95.91836734693877,50.0,52.04081632653062,46.93877551020408,83.6734693877551,43.87755102040816,84.6938775510204,39.795918367346935,67.3469387755102,14.285714285714285,30.612244897959183,68.36734693877551,95.91836734693877,85.71428571428571,63.26530612244898,40.816326530612244,84.6938775510204,80.61224489795919,37.755102040816325,43.87755102040816,91.83673469387756,93.87755102040816,96.93877551020408,81.63265306122449,96.93877551020408,88.77551020408163,91.83673469387756,90.81632653061224,85.71428571428571,85.71428571428571,67.3469387755102,71.42857142857143,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
Arnaldo Antonio Sanabria Ayala,Center Forward,77.55102040816327,73.46938775510205,69.38775510204081,75.51020408163265,73.46938775510205,29.591836734693878,67.3469387755102,31.63265306122449,42.857142857142854,57.14285714285714,48.97959183673469,69.38775510204081,20.408163265306122,44.89795918367347,8.16326530612245,14.285714285714285,73.46938775510205,75.51020408163265,25.510204081632654,61.224489795918366,44.89795918367347,53.06122448979592,34.69387755102041,19.387755102040817,88.77551020408163,15.306122448979592,47.95918367346938,15.306122448979592,18.367346938775512,15.306122448979592,82.6530612244898,74.48979591836735,72.44897959183673,28.57142857142857,48.97959183673469,35.714285714285715,62.244897959183675,50.0,2.0408163265306123,57.14285714285714,81.63265306122449,77.55102040816327,90.81632653061224,75.51020408163265,78.57142857142857,46.93877551020408,53.06122448979592,37.755102040816325,63.26530612244898,77.55102040816327,87.75510204081633,61.224489795918366,97.95918367346938,30.612244897959183,6.122448979591836,14.285714285714285,61.224489795918366,68.36734693877551,33.6734693877551,51.02040816326531,93.87755102040816,62.244897959183675,58.16326530612245,57.14285714285714,22.448979591836736,30.612244897959183,30.612244897959183,73.46938775510205,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
Borja González Tomás,Center Forward,85.71428571428571,71.42857142857143,69.38775510204081,46.93877551020408,77.55102040816327,65.3061224489796,73.46938775510205,57.14285714285714,57.14285714285714,30.612244897959183,42.857142857142854,10.204081632653061,45.91836734693878,34.69387755102041,12.244897959183673,27.55102040816326,48.97959183673469,83.6734693877551,14.285714285714285,51.02040816326531,32.6530612244898,53.06122448979592,54.08163265306123,19.387755102040817,28.57142857142857,64.28571428571429,47.95918367346938,66.3265306122449,23.46938775510204,43.87755102040816,23.46938775510204,6.122448979591836,55.10204081632652,73.46938775510205,18.367346938775512,38.775510204081634,43.87755102040816,50.0,52.04081632653062,71.42857142857143,76.53061224489795,34.69387755102041,93.87755102040816,65.3061224489796,34.69387755102041,68.36734693877551,10.204081632653061,2.0408163265306123,8.16326530612245,66.3265306122449,28.57142857142857,10.204081632653061,95.91836734693877,59.183673469387756,23.46938775510204,28.57142857142857,89.79591836734694,89.79591836734694,87.75510204081633,96.93877551020408,51.02040816326531,95.91836734693877,87.75510204081633,87.75510204081633,91.83673469387756,89.79591836734694,57.14285714285714,61.224489795918366,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
Carlos Castro García,Center Forward,26.53061224489796,14.285714285714285,3.061224489795918,6.122448979591836,14.285714285714285,9.183673469387756,10.204081632653061,7.142857142857142,2.0408163265306123,16.3265306122449,3.061224489795918,4.081632653061225,9.183673469387756,26.53061224489796,4.081632653061225,2.0408163265306123,93.87755102040816,10.204081632653061,83.6734693877551,2.0408163265306123,81.63265306122449,53.06122448979592,25.510204081632654,74.48979591836735,8.16326530612245,31.63265306122449,47.95918367346938,43.87755102040816,33.6734693877551,58.16326530612245,13.26530612244898,18.367346938775512,36.734693877551024,73.46938775510205,64.28571428571429,96.93877551020408,26.53061224489796,50.0,52.04081632653062,87.75510204081633,28.57142857142857,46.93877551020408,9.183673469387756,20.408163265306122,21.428571428571427,30.612244897959183,36.734693877551024,68.36734693877551,48.97959183673469,21.428571428571427,51.02040816326531,34.69387755102041,31.63265306122449,8.16326530612245,12.244897959183673,12.244897959183673,24.489795918367346,51.02040816326531,17.346938775510203,61.224489795918366,76.53061224489795,4.081632653061225,36.734693877551024,85.71428571428571,29.591836734693878,63.26530612244898,100.0,93.87755102040816,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
Charles Días Barbosa de Oliveira,Left Center Forward,91.83673469387756,89.79591836734694,44.89795918367347,91.83673469387756,89.79591836734694,65.3061224489796,89.79591836734694,89.79591836734694,62.244897959183675,59.183673469387756,20.408163265306122,75.51020408163265,36.734693877551024,55.10204081632652,64.28571428571429,30.612244897959183,53.06122448979592,89.79591836734694,10.204081632653061,44.89795918367347,57.14285714285714,3.061224489795918,100.0,19.387755102040817,97.95918367346938,100.0,47.95918367346938,93.87755102040816,91.83673469387756,79.59183673469387,82.6530612244898,50.0,81.63265306122449,28.57142857142857,32.6530612244898,2.0408163265306123,92.85714285714286,50.0,52.04081632653062,44.89795918367347,79.59183673469387,26.53061224489796,84.6938775510204,32.6530612244898,34.69387755102041,68.36734693877551,6.122448979591836,4.081632653061225,20.408163265306122,81.63265306122449,20.408163265306122,20.408163265306122,87.75510204081633,84.6938775510204,42.857142857142854,40.816326530612244,85.71428571428571,73.46938775510205,91.83673469387756,91.83673469387756,76.53061224489795,68.36734693877551,89.79591836734694,46.93877551020408,55.10204081632652,67.3469387755102,87.75510204081633,40.816326530612244,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
Cédric Bakambu,Left Center Forward,57.14285714285714,61.224489795918366,61.224489795918366,41.83673469387755,67.3469387755102,65.3061224489796,59.183673469387756,39.795918367346935,79.59183673469387,51.02040816326531,51.02040816326531,14.285714285714285,59.183673469387756,59.183673469387756,20.408163265306122,83.6734693877551,55.10204081632652,61.224489795918366,42.857142857142854,63.26530612244898,46.93877551020408,53.06122448979592,18.367346938775512,74.48979591836735,51.02040816326531,6.122448979591836,47.95918367346938,15.306122448979592,10.204081632653061,15.306122448979592,60.204081632653065,46.93877551020408,58.16326530612245,28.57142857142857,52.04081632653062,10.204081632653061,79.59183673469387,50.0,52.04081632653062,16.3265306122449,54.08163265306123,40.816326530612244,61.224489795918366,57.14285714285714,67.3469387755102,65.3061224489796,61.224489795918366,9.183673469387756,6.122448979591836,66.3265306122449,61.224489795918366,67.3469387755102,57.14285714285714,52.04081632653062,40.816326530612244,36.734693877551024,58.16326530612245,73.46938775510205,61.224489795918366,51.02040816326531,19.387755102040817,58.16326530612245,55.10204081632652,82.6530612244898,42.857142857142854,44.89795918367347,40.816326530612244,88.77551020408163,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531,51.02040816326531
